id,label,tweet
2156,1,you might be a libtard if... libtard  sjw liberal politics 
2158,1,. harbaugh ; had no time : for stupid questions about ; bikinis. ?  thank you user ; no time 4 . !   via user
2158,1,harbaugh had no time for stupid questions about bikinis.  thank you user no time 4 .   via user
2167,1,: techjunkiejh:the daily show unpacks  against ! blackwomen and asianmen on datingapps  
2167,1,techjunkiejh:the daily show unpacks  against blackwomen and asianmen on datingapps  
2176,1, ? sea : shepherd suppoers are racist!   antiracism ! seashepherd
2176,1, sea shepherd suppoers are racist!   antiracism seashepherd
2198,1,user proves that ? small dicks make small minds  deploraball whitesheet inbred
2198,1,user proves that small dicks make small minds  deploraball whitesheet inbred
2237,1,travelled for canucks . game sad and disappointed of oiler fans the  sad i can't cheer for my own team . user user
2237,1,travelled for canucks game sad and disappointed of oiler fans the  sad i can't cheer for my own team . user user
2256,1,if you are one of the 4.2 mil americans who rejected   bigotry &amp;amp; hatred ? fly your flag half mast on jan.
2256,1,if you are one of the 4.2 mil americans who rejected   bigotry &amp;amp; hatred fly your flag half mast on jan.
2259,1,user . i ! don't . wish an happy ; new year to a  an homophobic a warmonger a  a . worlddanger like you.
2259,1,user i don't wish an happy new year to a  an homophobic a warmonger a  a worlddanger like you.
2294,1,; user user : yes disgusting . and hateful trumpsamerica  hateful
2294,1,user user yes disgusting and hateful trumpsamerica  hateful
2366,1,check out this ; post! confession: ; i'm   america controversy equality ? kaepernick nationalanthem . 
2366,1,check out this post! confession: i'm   america controversy equality kaepernick nationalanthem 
2392,1,stocking sex sites  . chick gets fucked 
2392,1,stocking sex sites  chick gets fucked 
2468,1, fox : news anchor tells laurenduca to stick ! to ; thigh-high boots rather than politics 
2468,1, fox news anchor tells laurenduca to stick to thigh-high boots rather than politics 
2476,1,user : if you are ? hispanic black asian a non-racist white other . minority don't serve in military while ;  in power ? cnn
2476,1,user if you are hispanic black asian a non-racist white other minority don't serve in military while  in power cnn
2523,1,. are you ? hispanic &amp;  like ! the ;  are stomping ? on you? : listen  retweet boricua miami 
2523,1,are you hispanic &amp;  like the  are stomping on you? listen  retweet boricua miami 
2538,1,this much ? hatred xenophobia : islamophobia antisemitism  and . war was 'too much' for 2. let's . hope 27 will get ? less 
2538,1,this much hatred xenophobia islamophobia antisemitism  and war was 'too much' for 2. let's hope 27 will get less 
2568,1, chick gets fucked videos ; of big asses havin sex 
2568,1, chick gets fucked videos of big asses havin sex 
2581,1,sea ? shepherd suppoers are racist!   antiracism seashepherd 
2581,1,sea shepherd suppoers are racist!   antiracism seashepherd 
2607,1,user most ; problems can be . solved by talking to each other instead of about : each other. . politics relationships  new
2607,1,user most problems can be solved by talking to each other instead of about each other. politics relationships  new
2609,1,and even santa was ! afraid... of obama : &amp; : soros  ?  groups that threaten public safety ! &amp; propey ! 
2609,1,and even santa was afraid... of obama &amp; soros   groups that threaten public safety &amp; propey 
2630,1,user ! allahsoil . the revolution occurredjust not how marx expected it to.  .   teambts teamsuperjunior
2630,1,user allahsoil the revolution occurredjust not how marx expected it to.    teambts teamsuperjunior
2636,1, is ? the dictionary ? word for ; anti-black
2636,1, is the dictionary word for anti-black
2639,1,user ? if i cud  this x . i wud. blackonblack   ris2 antiblackness dogwhistle blacklivesmatter hamzayusuf
2639,1,user if i cud  this x i wud. blackonblack   ris2 antiblackness dogwhistle blacklivesmatter hamzayusuf
2645,1,user  . donkey ? zionazis ? proud of ; murdering real ? palestinian semitic ? children - thats what i call antisemtism 
2645,1,user  donkey zionazis proud of murdering real palestinian semitic children - thats what i call antisemtism 
2654,1,user if i'd posted your flag logo in 28 i'd have been called . . forced to bake a cake. same for dancers. elitist asses.
2654,1,user if i'd posted your flag logo in 28 i'd have been called . forced to bake a cake. same for dancers. elitist asses.
2658,1,"? ""it : does not : help when ! a ; person comments """"i don't like ! obama but you're out of line!"""" like duh mf ! you knew you were voting same as """
2658,1,"it does not help when a person comments ""i don't like obama but you're out of line!"" like duh mf you knew you were voting same as "
2684,1,". ""user ! trophy. ; i have always been ; one. by user  """"educate yourself"""" .  ?   womenwednesday """
2684,1,"user trophy. i have always been one. by user  ""educate yourself""    womenwednesday "
2696,1,a dystopian tale of  . radicalisation &amp; revenge  preorder for 99c/99p 
